word,cnt_word
cigarettes,1
cihvx0h6e9,1
cijmqjhlqp,1
cillizza,1
cincinnati,16
cincodemayo,2
cindy,14
cindyhydesmith,8
cio,3
cipollone,2
cippolone,1
circ,1
circle,7
circleofenrichment,1
circles,4
circleville,1
circu,1
circuit,27
circuited,2
circuits,2
circulated,4
circulation,3
circumstance,1
circumstances,9
circumvent,1
circumvented,1
circus,10
cisco,2
cissieglynch,2
cissy,1
cit,1
citadel,1
citadel1842,1
citations,1
cite,4
cited,1
cites,3
citi,4
citie,1
cities,144
citigroup,1
citing,4
citize,1
citizen,37
citizens,104
citizenship,20
citizenwhere,1
citm8bpixd,1
citrus,1
city,167
citylinkpeoria,1
ciuzfcj5ei,1
civi,1
civic,3
civil,34
civilian,12
civilians,6
civility,1
civilization,10
civilized,3
ciwe6t4dr2,1
cj6dxfycnd,1
cj8e5jkyqw,1
cja0lmg6vc,1
cjbxbxxons,1
cjcboi,1
cjdixlok3q,1
cjijbiww17,1
cjivzdrpu1,1
cjnkgr0ulm,1
cjrpyskf1z,1
cjsmbcvcdy,1
cjtruth,4
cjts3udtno,1
cjtywwil85,1
cjzelgnydn,1
ck,1
ck4zwu3f2n,1
ckbcosdq2l,1
ckeatukxde,1
ckiklaxhqi,1
ckj2skvn1z,1
ckl3ako64d,1
cknmurwmq0,1
ckrqnecvru,1
ckva2hljqb,1
ckvezgidiy,1
ckvv3ygoot,1
ckvx2zga1x,1
ckxkalgsiv,1
ckxlsdr1ut,1
cl,6
claen,1
claim,39
claimed,27
claiming,18
claims,68
claire,6
claire_fox5,1
clamoring,1
clandestine,1
clanlig0ad,1
clapper,37
clara,1
claremont,1
clarence,4
clarencehouse,1
clarification,1
clarified,4
clarita,1
clarity,3
clark,7
clas,1
clash,1
clashes,1
class,68
classes,1
classic,8
classification,1
classifie,1
classified,49
classless,1
classmates,1
classroom,1
classrooms,1
classy,1
classyexplorer,2
claude,1
claudia,4
claudiatenney,3
clause,7
clauses,2
clay,2
clayhiggins18,1
claytravis,2
clbsjtgz8b,1
clcvogwomy,1
cld,1
cldi79rin8,1
clea,2
clean,53
cleaned,2
cleaner,4
cleaners,5
cleanest,5
cleaning,9
cleans,1
cleanup,4
clear,115
clearance,6
clearances,2
cleared,7
cleared37joseph,1
clearer,1
clearfuture,1
clearing,3
clearly,34
clears,2
clearwater,2
clemency,5
clemente,1
clementeday,1
clemmonsmaga,1
clemson,7
clemsonfb,2
clerical,1
clerk,1
cleveland,19
clewandowski,1
clewandowski_,50
clh45,1
clhqgybbyr,1
click,7
clicking,2
clicks,1
client,6
clients,9
cliff,3
cliffbentz,1
clifford,2
clima,1
climate,17
climatechange,1
climber,2
climbers,1
climbing,3
clin,1
clinch,1
cline,2
cline4virginia,1
clinesmith,14
clinic,1
clinical,2
clinicaltrial,2
clint,3
clinton,597
clintonemailscandal,1
clintons,14
clintwelborn1,1
clip,9
clips,5
clive,2
clobbered,3
clock,12
clolxte3d4,1
clone,2
clos,1
close,206
closed,66
closely,82
closer,20
closes,7
closest,2
closet,2
closing,29
closings,4
closure,4
closures,4
cloth,1
clothing,1
clots,1
clouded,2
clouds,1
cloudy,1
clown,9
clowns,8
cltmjqdm1t,1
club,26
club45usa,1
club4growth,3
clubgoers,1
clubhouse,2
clubs,2
clucrz2hdehttps,1
clue,66
clueless,11
clunkers,1
cluster,1
clutching,1
clyburn,2
clyde,1
cm3hqt16a8,1
cm7njqh0ti,1
cmd629,1
cmfcrzjhgm,1
cmfqewhvee,2
cmichaeld2004,1
cmil9rha3d,1
cmkb0ktksc,1
cmnugjngyj,1
cmsgov,4
cmte,2
cmxaxhy5ao,1
cmxeqshudj,1
cmxvvow5um,2
cmxxw2fedq,1
cmyfy0va6p,2
cn,1
cn3sdx5ft1,1
cn3taqywpr,1
cn8akdanzo,1
cnbc,19
cnbcnow,2
cnddq,1
cne0skpb5i,1
cnevwnrove,1
cnh7hy8xwx,1
cnihgkjp0v,1
cnkrzd6d6z,1
cnl6dmfb6q,1
cnmi,1
cnn,457
cnnpolitics,4
cnnsitroom,3
cnnsotu,2
cnowdtlxgc,1
cnq4tkizvv,1
cnq4tl0an3,2
cnrzjewxko,1
cns,1
cnspingcy7,1
cntr,1
co03,2
co04,1
co_firing_line,1
coa,1
coach,29
coaches,6
coaching,1
coachlouholtz88,2
coachurbanmeyer,1
coal,28
coalesced,1
coalition,17
coast,49
coastal,4
coastguardday,1
coastinc,1
coastline,1
coastlines,1
coatesville,3
coats,2
cobb,3
coca,1
cocaine,4
cochran,2
cocked,1
cockpit,1
cocktail,1
cocktails,1
coddington,1
coddling,1
code,16
codemonkeyz,5
codeofvets,1
coders,1
codes,1
codifying,1
codyraymille,1
coercion,1
coexist,1
coffers,7
coffin,1
cofounder,1
cogent,1
cognitive,1
cogqxfgnrn,1
cohen,39
cohesion,1
cohesive,1
cohn,1
coin,3
coincidence,5
coincidental,1
coincides,1
coins,1
coirrdn33g,1
coke,3
cokie,1
col,10
cola,1
colbert,2
colbertlateshow,1
colby,1
colbycovmma,1
cold,55
coldcasejoe,1
colder,1
coldest,4
colds,1
cole,3
colin,10
colinford,1
coliseum,4
coll,3
collaborated,1
collaborating,1
collaboration,2
collaborative,1
collaps,1
collapse,10
collapsed,2
collapsing,4
collar,10
collated,1
collateral,1
colleagu,1
colleague,2
colleagues,26
collec,2
collect,3
collected,2
collecting,2
collection,6
collective,1
college,40
colleges,4
collegiate,1
collier,1
collins,11
collision,2
collude,9
colluded,15
colluding,7
collus,2
collusi,3
collusion,381
collusionhoax,1
collussion,1
colmery,1
colombia,2
colombian,1
colon,2
colonel,2
color,11
colorada,1
coloradans,2
colorado,80
coloradodems,2
coloradodot,1
colossally,1
colts,2
colum,1
columbia,3
columbiabugle,6
columbus,17
columbusday,2
column,27
columnist,4
columnists,1
columns,3
com,20
combat,37
combatant,2
combatants,1
combating,2
combatting,3
combination,4
combined,21
comcast,20
come,376
comebac,1
comeback,27
comebacks,1
comedian,5
comedy,3
comercial,1
comes,85
comey,265
comeyesque,1
comfo,2
comfor,1
comfort,13
comfortable,2
comfortablysmug,1
comfy,1
comical,1
coming,385
comm,5
comma,1
command,15
commanded,1
commander,24
commander_rs,1
commanderinchiefforum,1
commanding,2
commemorat,1
commemorate,4
commemorati,1
commemorating,2
commemoration,2
commemorative,2
commence,1
commencement,9
commences,1
commencing,1
commencment,1
commend,7
comment,13
commentary,4
commentator,2
commentators,2
commenting,1
comments,35
commerce,21
commercegov,2
commercial,20
commercially,2
commercials,10
commiecast,1
commies,1
commingled,1
commission,24
commissioner,16
commissioners,1
commissioning,2
commissions,1
commit,17
commitm,1
commitment,38
commitments,4
committe,1
committed,93
committedtocorky,1
committee,129
committees,13
committing,12
commmitment,1
commodities,1
commodity,2
common,43
commoncore,1
commonlaw,1
commonly,3
commonsense,3
commonwealth,18
commu,1
commun,2
communi,1
communicat,1
communicate,3
communicated,1
communicates,2
communicating,1
communicatio,1
communication,7
communications,14
communicator,4
communique,1
communism,3
communist,23
communists,5
communit,1
communites,1
communities,72
community,96
communitybank,1
commutation,1
commute,1
commuted,1
commutes,1
commuting,1
como,1
comorbidity,1
comp,2
compa,1
compani,1
companies,196
company,59
compar,1
comparable,2
comparably,1
compare,8
compared,27
compares,2
comparing,2
comparison,10
comparta,1
compass,1
compassion,3
compatible,1
compatriots,1
compel,1
compelled,1
compelling,10
compensate,1
compensation,3
compete,15
competence,2
competent,3
competes,1
competing,7
competition,25
competitive,16
competitor,5
competitors,10
compilation,3
compiled,1
compiling,1
compl,1
complain,18
complained,3
complainers,2
complaining,24
complains,3
complaint,16
complaints,10
complet,1
complete,396
completed,28
completely,79
completing,2
completion,7
complex,22
complexities,1
complexity,1
compliance,1
compliant,3
complicated,6
complicating,1
complicit,2
compliment,7
complimentary,2
compliments,4
comply,2
component,2
components,3
composed,4
composite,3
compound,1
compoundboss,2
comprehen,1
comprehend,2
comprehensi,1
comprehensive,16
compresphyllis,1
comprised,1
compromise,7
compromised,11
compromising,2
compton,1
comptroller,1
computer,10
computers,2
comrade,1
comrades,2
comstock,1
comun,1
comunidad,1
conan,1
conc,1
concast,16
conce,1
conceal,1
concealed,4
concealing,1
concede,7
conceded,5
concedes,1
conceived,2
concentration,4
concept,9
concepts,2
conceptual,1
conceptualjames,1
concern,2
concerned,38
concerning,56
concerns,20
concert,4
concerted,1
concession,1
concessions,1
concha,1
conciliation,1
conciliatory,1
concise,1
concl,1
conclude,6
concluded,13
concludes,1
conclusion,10
conclusions,2
conclusive,5
conclusively,7
concocted,2
concord,2
concre,1
concrete,9
concur,1
conde,1
condemn,19
condemned,4
condemning,5
condemns,4
condescending,2
condescension,1
condit,1
condition,13
conditionality,1
conditioners,1
conditions,51
condoleezza,1
condoleezzarice,1
condolence,1
condolences,52
condone,2
condones,1
conduct,23
conducted,14
conductin,1
conducting,5
conduit,1
coney,30
conf,2
confederate,1
confederation,1
conference,207
conferences,8
confessed,1
confi,1
confidence,71
confident,15
confidential,5
confidentiality,3
confiding,1
confined,2
confinement,5
confir,2
confirm,24
confirmacb,2
confirmat,1
confirmation,19
confirmed,42
confirmgina,1
confirmgorsuch,2
confirming,9
confirms,20
confis,1
confiscate,3
confiscation,1
conflict,19
conflicted,35
conflicting,3
conflicts,22
confounding,1
confr,1
confront,13
confrontation,4
confronted,3
confronting,1
confused,6
confuses,1
confusion,3
cong,2
congenial,6
congenital,2
congesswoman,1
congestion,3
congr,1
congrats,36
congratspeggy,2
congratula,1
congratulate,17
congratulated,5
congratulates,2
congratulating,2
congratulatio,1
congratulation,3
congratulations,413
congratulatory,2
congregants,2
congregation,1
congregations,1
congres,1
congress,483
congresses,1
congressio,1
congressioal,1
congressiona,1
congressional,87
congressionalbaseballgame,1
congressionalgoldmedal,1
congressman,253
congressmanhice,8
congressmanjvd,3
congressmen,7
congresswoman,32
congresswomen,17
conjecture3,1
conjob,1
conjunction,11
conjure,1
conjures,1
conjuring,1
conley,1
conman,3
connect,7
connected,9
connecticut,21
connecting,2
connection,6
connections,4
connecttransit,1
connell,1
conner,1
connery,1
conniew195111,1
conning,1
connor,3
conor,2
conorlambpa,1
conquer,3
conquering,1
conquests,2
conscience,2
conse,1
consecut,1
consecutive,6
consensus,1
consent,17
consequence,2
consequences,17
consequential,6
conserva,1
conservamomusa,1
conservation,5
conservatism,2
conservativ,1
conservative,71
conservatives,31
conservativevin,1
conservusa38,1
consider,27
considerable,4
considerably,1
considerat,1
consideration,12
considerations,4
considered,34
considering,38
considers,2
consist,1
consistent,9
consistently,5
consort,1
conspicuously,1
conspiracy,37
conspiracyif,1
conspirator,1
conspiratorial,1
conspirators,2
conspire,3
conspired,4
conspiring,1
const,1
constancy,1
constant,16
constantly,33
constituents,9
constitut,1
constitutes,2
constitutio,2
constitution,78
constitutional,48
constitutionality,2
constitutionally,5
constitutionday,1
constitutions,1
constraining,1
construct,3
constructed,3
constructing,1
construction,40
constructive,5
constructively,1
consulate,3
consultant,1
consultants,6
consultation,6
consulting,4
consume,1
consumed,3
consumer,49
consumers,12
consuming,2
cont,13
contact,24
contacts,5
contagious,1
contain,8
containable,1
contained,2
container,2
containers,1
containing,2
containment,1
contains,4
conte,4
contemplated,3
contemplating,1
contempt,10
contenders,1
content,3
contentious,1
contents,5
contest,7
contested,3
contesting,1
context,3
conti,1
contin,1
continent,1
continetti,1
contingencies,1
contingency,1
contingent,1
continually,4
continuation,20
continue,258
continued,22
continues,110
continuing,40
continuous,1
continuously,2
contorted,1
contr,1
contract,16
contracting,3
contraction,1
contractor,7
contractors,2
contracts,3
contradict,1
contradicted,3
contradiction,1
contradictions,3
contradicts,2
contrary,16
contrast,6
contribute,5
contributed,3
contributing,1
contribution,4
contributions,20
contributor,6
contributors,1
contrived,1
control,135
controlled,27
controlling,5
controls,6
controversial,8
controversy,4
conv,1
convenient,3
conveniently,5
convention,90
conventions,1
convers,1
conversación,1
conversation,79
conversationhttps,1
conversations,20
convert,1
converted,1
convict,3
convicted,10
convicting,1
conviction,4
convictions,4
convicts,1
convince,9
convinced,4
convincing,4
convincingly,2
convocation,1
conway,5
cook,8
cooked,3
cookie,1
cool,20
coons,2
coop,1
cooper,9
coopera,1
cooperate,7
cooperated,2
cooperating,1
cooperation,17
cooperative,3
coordinat,1
coordinate,3
coordinated,13
coordinates,1
coordinating,3
coordinatio,1
coordination,15
coordinator,1
cop,18
copay,1
cope,1
copied,1
copies,7
coping,1
copious,2
copolitics,1
cops,27
copsfortrump,1
copvxnn8yg,1
copy,25
copying,3
copyover2001,1
copyright,1
cor,1
cor06hurrw,1
corbyn,1
cordial,2
cordray,2
core,20
cored8rfl2,1
corey,14
coreystewartva,3
corke,1
corker,18
corky,3
corkyforsenate,6
corn,2
corner,8
cornerstone,1
corning,1
cornwall,4
cornyn,2
coro,1
corolla,1
coron,2
corona,4
coronav,2
coronavi,2
coronavirus,332
corporate,12
corporation,3
corporations,10
corps,10
corpse,1
corpus,1
corr,2
correct,109
corrected,5
correcting,2
correction,7
corrective,1
correctly,12
correctness,3
corrects,1
correspondence,1
correspondent,1
correspondents,8
corresponding,1
corridor,5
corrinrankin,1
corroborated,1
corroborates,1
corroborating,1
corrugated,1
corrup,2
corrupt,363
corrupted,7
corrupthillary,1
corruption,138
corruptly,1
corruptocrat,1
corrynmb,1
corsi,4
cortapjq9p,1
cortessteve,10
cortez,6
cortuption,1
cory,10
corybooker,2
corygardner,2
cos,3
cosby,1
cosen,2
cosg12shw0,1
cosmically,1
cosponsor,2
cost,103
costa,2
costakenneth,1
costing,5
costly,22
costs,43
cosumer,1
cottensj,1
cotton,5
cou,4
couched,1
coug9tpuci,1
coughing,3
coughs,1
cought,1
couldn,94
coulter,1
coumo,2
coun,4
councel,16
council,49
councilman,1
councilmen,1
councils,1
counsel,66
counsels,1
count,41
counted,16
counter,22
counterattack,1
counterfeit,2
counterfeits,1
countering,2
counterintelligence,2
counterpart,1
counterparts,1
counterproductive,1
counters,3
counterterrorism,3
counties,15
counting,37
countless,10
countr,3
countri,1
countries,312
countrty,1
country,1592
country90,1
countrywide,1
counts,8
county,95
counyry,1
coup,58
couple,21
coupled,2
cour,2
courage,66
courageou,1
courageous,26
courageously,1
courant,1
couric,1
course,81
courses,6
court,421
courtesty,1
courtesy,5
courthouse,10
courthouses,1
courts,46
cousin,1
cousy,6
couuhhu13t,1
cover,75
coverage,67
covered,37
covering,29
coverings,1
covers,12
covertly,1
coverup,6
covfefe,2
covi,2
covid,152
covid1,1
covid19,74
covid19nc,1
covid19pandemic,1
covid19updates,1
covid_19,2
covidview,2
covidー19,4
covington,4
cow,4
coward,2
cowardice,7
cowardly,3
cowards,6
cowboy,2
cowboys,3
cowboysfortrump,1
cowered,1
cowers,1
cowomp7t1s,1
cows,3
cox,9
coxej1in8d,1
coyotes,5
cozqnt6kvs,1
cp1huuc2iy,2
cp32vcx4he,1
cp7n9ashkj,1
cp9azm8u54,1
cpac,15
cpac2018,4
cpac2019,1
cpac2020,1
cpauxv3gri,1
cpf3oxgdrx,1
cpgdlnyxrp,1
cph68lrfcg,1
cpi,1
cpil0b5flw,1
cpjdxq5hxt,1
cptbazbv1v,1
cq2w0we6kp,1
cq3b1bgd4l,1
cq5awcuzt9,1
cqa0dpi2xi,1
cqdmqxsxh6,1
cqexufsjd0,1
cqfetszrrb,1
cqhkwjcjnm,1
cqixfuhhpp,1
cqjtfbnmvy,1
cqms8a3xt4,1
cqnow,1
cqo41jcokn,1
cqtso2etjf,1
cr,11
cr4i8dvunc,1
cr4wnxcciy,1
cr5fdwgsdh,1
cr5nleebpy,1
crack,2
crackdown,4
cracked,1
cracker,1
cracking,2
cracks,2
crackup,1
craddick,1
cradling,1
craft,5
crafted,3
crafting,2
crafts,3
craftsmanshi,1
craig,3
craigcaplan,1
cramer,3
cranks,1
craozip0ph,1
crap,3
crapo,1
crash,30
crashed,6
crashes,2
crashing,5
cratered,1
crazed,22
crazier,3
crazies,4
craziest,1
craziness,2
crazy,251
crazytown,1
cream,1
create,68
created,85
creates,11
creati,2
creating,32
creation,10
creative,1
creativexwalk,1
creator,4
creators,4
creats,1
creature,2
creatures,1
cred,4
credence,2
credentialed,1
credentials,4
credibility,75
credible,8
credico,1
credit,76
credited,2
credits,3
credulous,1
creed,7
creek,1
creep,3
creepster,1
creepy,3
creta_r,2
crew,14
crews,4
crexoml9mi,1
cricket,2
cried,5
cries,2
crim,2
crime,554
crimea,10
crimes,86
crimi,1
crimina,2
criminal,130
criminality,4
criminalization,1
criminalize,1
criminally,1
criminals,64
crimson,1
cringing,1
cripple,1
crippled,1
crippling,2
crises,1
crisi,4
crisis,125
crisp,1
crist,1
critcal,1
criteria,3
critic,1
critical,68
criticalracetheory,1
criticism,9
criticize,17
criticized,13
criticizes,4
criticizing,5
critics,9
critique,1
crl3f8q329,1
crm0dxlinm,1
crmm4c7iwn,1
crock,1
crocodile,1
cronies,6
cronkitesays,1
croo,1
crook,2
crooked,465
crookedhillary,41
crookedhillaryhttps,3
crookedjournalism,1
crookedly,1
crooks,2
crop,2
crosby,1
cross,22
crosse,2
crossed,3
crosses,3
crossfire,8
crossing,11
crossings,11
crossover,1
crossroads,1
crovatto,1
crow,4
crowd,187
crowded,6
crowding,1
crowds,59
crowley,1
crown,7
crozier,1
crrsrjeefl,1
crtk7j3wpz,1
crucial,7
crude,2
crudely,1
cruel,4
cruelty,2
cruise,5
cruiser,1
cruises,3
crumble,3
crumbling,8
crumbs,1
crummy,1
crunch,2
crus,1
crusade,2
crusade4honesty,2
crush,7
crushed,7
crushes,1
crushing,12
crutches,1
cruz,232
cruzcrew,1
cruze,1
cruzfraud,1
cruzhad,1
cryin,43
crying,9
crypto,1
cryptocurrencies,1
crystal,6
crz4basball,1
cs2np65jsu,1
cs8nefbhg0,1
csdgkcfyrl,1
csjsy2v3ex,1
cspan,14
cspsg7xbbh,1
csumc56cni,1
csvnslfro9,1
csx07zvwge,1
cszbffq2nw,1
ct,4
ct7ednduyo,1
cta,1
ctb5yjl1vb,1
ctdawtns29,1
ctgyrlnawv,1
cthwilrn9f,1
ctprimary,1
ctuwzq9gns,1
ctvdlukfhv,1
ctwisdom,1
cu3gozmf7j,1
cu6gidmggi,3
cu9wywzmhk,1
cuba,19
cuban,14
cubans,2
cubic,1
cubs,4
cuccinelli,1
cuddlyanimal1,1
cudgel,1
cueto,1
cug1yacpdx,1
cugnmv1ruo,1
cuipevmmw3,1
cuiymvmqfv,1
cujhikzfgr,1
cullen,1
culminating,3
culmination,2
culprit,1
culshq7aqi,1
cult,1
cultural,5
culture,22
cultures,1
cumming,1
cummings,15
cumulative,1
cuna,1
cunningham,2
cuomo,74
cup,15
cuqxbek3hq,1
cur3zuufs6,1
curate,1
curb,1
curbing,2
cure,14
cured,1
cures,8
curetivity,1
curfew,2
curfews,1
curiel,2
curious,2
curost0chf,1
currencies,8
currency,30
current,43
currently,36
curry,1
curse,2
cursing,1
cursrtgq8v,1
curt,3
curtandkaren,1
curtis,1
curtishouck,1
curtisut,1
curtisvincent5,1
curve,6
curved,1
cushy,1
cusp,2
custodian,1
custodians,1
custody,6
custom,1
customary,1
customers,8
customized,1
customs,5
customsborder,2
cut,164
cute,8
cuting,1
cutler,2
cutro87tz3,1
cuts,187
cutter,7
cutting,51
cuutl5szxq,1
cuz,1
cv1hzkvbit,1
cv3i3xrsok,1
cv40yiru2m,1
cvc1awejze,2
cvcbbovvfp,1
cvj1ghsjjm,1
cvjvfcogot,1
cvpayne,16
cvshealth,2
cvspharmacy,1
cvtkcg1pln,1
cvu20zqsvj,1
cvv0ck6fbt,1
cvw4iqmqru,1
cvwxoa1mjy,1
cvx8hpptvd,1
cvybnieq4h,1
cvztyhmsgo,1
cw1tivi45c,1
cw7ek6v229,1
cwaunion,1
cwavj4frdx,1
cwdqnisyh4,1
cwdzc7iqsf,1
cwelliott2,1
cwfeceussq,1
cwlvkhk16x,1
cwnbfe3smd,1
cwoqlhqnfq,1
cwp6ub5gqj,1
cwqkragqfx,1
cx1ck,1
cx4oewgemp,1
cx7ysyo3bn,1
cx8op2qyw7,1
cxb69saalh,1
cxdqmyaqd8,1
cxhgyaxiek,1
cxk0lfpgmd,2
cxmtk4wdbr,1
cxodpnimgz,1
cxqth61ssz,1
cxryik46qq,1
cxvx5scf3c,1
cyarlhsefu,1
cyber,9
cyberattack,1
cyberciety,1
cybergenica,3
cybersecurity,3
cycle,11
cycles,1
cyclone,5
cyg11dnxh7,1
cyj73a5fir,1
cykncrrsre,1
cykqghagcx,1
cylinders,1
cynthia,1
cynthialummis,1
cynthiamlummis,1
cypjbisml3,1
cypx4ec9w,1
cyraqakhy2,1
cz0crhvspq,1
cz1qmzcxwo,1
czaavvzmrq,1
czar,1
czcubee9x7,1
czitqk2a0s,1
czkkrgxlsi,1
czl6gbccxn,1
czlnrrftw3,1
czno4gfcco,1
czo,1
czsncaaomd,1
czt052zacw,1
cztdiqqiih,1
czutygamqv,1
czxwsf4fnq,1
côte,1
d03kv07df7,1
d0aowhoh4x,1
d0apaaxvvm,1
d0cxehqkwz,1
d0dcuz20jf,1
d0htwp2u59,1
d0lfyiblvx,1
d0mebjxbwn,1
d0tok8j6jj,1
d0vbfeeplk,1
d0wn_under,1
d139uaqwou,1
d1fyngw0nl,1
d1l0c9g6pd,1
d1mgnq2qsa,1
d1my2apc7f,1
d1sxb8mlv0,1
d22spporv5,1
d29dlingst,1
d2e1nukdwr,1
d2hsdwkrut,1
d2m8v3z5n6,1
d2mi0dcg5y,1
d2upx5fitc,1
d34cqfyrdn,1
d39qdlgmdv,1
d3gmyhfvja,1
d40jqkuzg5,1
d49kbkpkhs,1
d4alvgihwy,1
d4hzdavdwo,1
d4zxazzbq8,1
d5kwr8epan,1
d5rl948j6u,1
d5rqu1n3y0,1
d5tbbjxcn3,1
d5tjpeieyf,1
d5vlrhsycj,1
d5wbjle5bb,1
d668vbxzua,1
d66pekux6d,1
d6dacfzhnh,1
d6eoebu1cp,1
d6inaewqxp,1
d6jcudz05q,1
d6tgrn4tzn,1
d6x8ukkhwd,1
d6y3q00bsy,1
d7es6ie4fy,1
d7h1wr1lhy,1
d7hgsjhj8q,1
d7kpxlqpwu,1
d7l1yw5ivy,1
d7nbwkogbb,1
d83xyrqz3m,1
d8krmhnfdk,1
d8pll7xhqlhttps,1
d8qrerymed,1
d8rbfufiwh,1
d8uiy7buji,1
d8yfhfza5w,1
d975ukadhj,1
d9bgu8xpij,1
d9mvvpq39x,1
d9yxtltpzx,1
d9z4xmkmgf,1
d_nowell,1
da,9
da8t8susce,1
daca,98
dad,8
daddy,1
dade,2
dads,1
dae,2
dagan,1
dagen,1
dagenmcdowell,3
dagger,2
dahorvd7cq,1
dai,1
daily,29
dailybeast,1
dailybriefing,1
dailycaller,51
dailymail,3
dailysignal,3
daines,4
dairy,8
dais,1
daisycousens,1
dakota,25
dakotans,1
dale,6
dale_dangler,1
dalecraftsme,2
dalk9jkcfg,1
dallas,40
dallaslovefield,1
dallaspd,1
dam,4
damage,52
damaged,7
damages,7
damaging,6
damavand,1
dame,5
damian,1
damn,5
damning,3
dampen,1
dan,83
dana,15
danaperino,4
danaschoonover1,1
danawh,1
danawhite,3
danced,1
dancer,1
danchenko,2
dancing,8
dancrenshawtx,8
danforestnc,1
danforrest,2
danger,22
dangerous,138
dangerously,3
dangers,4
danhe,1
danhennin,1
danhenninger,9
danials,1
daniel,16
daniel4scboone,1
danielchaitin7,1
danielledsouzag,5
daniels,2
danielsgoldman,1
danielson,1
danjohnstonnd,1
danny,16
dannydeurbina,1
dannytarkanian,4
danodonnellshow,1
danpatrick,3
danpbhq,1
danpfeiffer,1
danpgabriel,1
danraemc,1
danrodimer,1
danscavino,172
dantegtmeyer,1
danvargas77,1
dar2xihceswi,1
dare,9
dared,1
darhar981,1
darin,2
daring,2
dark,14
darkened,1
darkening,1
darkest,3
darkness,2
darknet,1
darling,2
darrell,11
darrellissa,6
darren,1
darrenjjordan,1
darrenwaggener,1
dart,1
dartmedia,1
dash,1
dashboard,1
dastardly,1
dat,1
dat0ct72wx,1
data,47
database,3
databases,1
date,38
dates,1
datgjpmyej,1
dating,2
daught,1
daughter,28
dave,7
dave6971,1
davebratva7th,3
davegoodin1,1
davejager1,1
davejoyceoh14,1
davenport,1
davenyviii,1
daveofco,1
davereaboi,1
daveweigel,2
david,103
david_bossie,2
david_gergen,1
davidafrench,2
davidasmanfox,4
davidaxelrod,1
davidbahnsen,1
davidbrodycbn,3
davidcameron,1
davidgregory,1
davidharsanyi,1
davidjharrisjr,22
davidjmadeira,1
davidjurban,1
davidmmcintosh,1
davidmuir,5
davidragan,1
davidrichternj,1
davidrivkin,5
davidrouzer,1
davidschweikert,1
davidshiloach,1
davidson,8
davidwebbshow,2
davidwohl,5
davifrkep4,1
davis,10
davos,14
davos2018,1
dawn,3
dawsey,1
dax,1
day,728
daybastrop,1
daylight,2
days,239
daytime,11
dayton,19
daytona,16
daytona500,4
db0gpjcpvb,1
db22fgnu6l,1
dbargen,1
dbc6agznpx,1
dbf57szwmd,1
dbggs8qfcj,1
dbj2wigi2u,1
dbjzjgzlwu,2
dbmvgoqstx,1
dbongino,144
dbqx526axz,1
dbtdhyax1v,1
dbttgsc1il,1
dbvwkddesd,2
dbvzuiufr0,1
dc,40
dc5qlivhwh,2
dc_draino,3
dccc,1
dcespbju5m,1
dcexaminer,32
dcfegan,1
dcllm9qbnq,1
dcm41thf5k,2
dcmsi4cpfb,1
dcsheriff,1
dcx9zjtgoq,1
dczxpkopz9,1
dd2alpn8aj,1
dd5kcnbwkl,1
dda0czwdyf,1
dday,3
dday75,5
dday75thanniversary,7
ddbqlfiflv,1
ddg0ausqrq7pm,1
ddhbo1f3yi,1
ddi1ywi7yz,1
ddpick18,1
ddvdsq1yr4,1
ddvwjm95ip,1
ddzlskunse,1
de6zh,1
dea,2
deacon6375,1
dead,111
deadheads,1
deadliest,2
deadline,11
deadlines,2
deadly,19
deafening,1
deafness,1
deal,546
dealer,1
dealers,9
dealing,39
dealings,10
dealmaker,1
deals,135
dealt,11
dean,9
deanbaquet,3
deanbrowningpa,2
deangeliscorey,2
deanheller,3
deanna4congress,3
dear,18
dearly,4
death,86
deaths,45
deb,2
debacle,4
debartolo,1
debased,1
debat,2
debate,229
debate2016https,1
debatenight,10
debatenighthttps,1
debater,2
debates,60
debates20,1
debates2016,24
debates2020,5
debateshttps,1
debating,7
debber66,1
debbie,20
debbieb1230,1
debbielesko,3
debbiestabenow,1
debdew2,1
debfisher,2
debic37936,1
deblasio,6
deblasios,1
deborah,5
debport03755076,1
debra,1
debragarrett,1
debrajsaunders,1
debramessing,1
debrarakestraw,1
debt,29
debts,1
debunk,2
debunked,4
debunking,3
debunks,2
debuting,1
dec,4
decade,8
decades,106
decaying,2
deceased,3
deceit,5
deceitful,3
deceits,1
deceive,1
deceived,3
deceiving,3
december,27
decent,6
deception,9
deceptive,5
deceptively,1
decertify,1
decertifying,1
decide,25
decided,34
decides,6
deciding,4
decieved,1
decimate,3
decimated,9
decimating,2
decisio,1
decision,150
decisions,39
decisiv,1
decisive,17
decisively,3
deck,3
declaration,16
declarations,2
declaratory,1
declare,15
declared,10
declares,4
declaring,7
declassification,5
declassifications,1
declassified,22
declassify,6
declassifyin,1
declassifying,1
decli,1
decline,10
declined,4
declines,1
declining,4
decommission,1
decontamination,1
decorated,7
decoration,1
decorations,2
decorum,1
decoupling,1
decrease,4
decreased,2
decree,14
decrepit,1
decried,1
decriminalization,1
decriminalize,2
dedi,1
dedicate,2
dedicated,13
dedication,11
deduct,1
deducted,1
deducti,1
deductibility,3
deductible,2
deductibles,12
deductions,1
dee,1
deeds,2
deem,1
deemed,1
deep,54
deepaks76435750,1
deepen,1
