Date,Count
2016-11-22,13
2016-11-21,2
2016-11-19,1
2016-11-18,7
2016-11-17,15
2016-11-16,5
2016-11-15,8
2016-11-14,9
2016-11-13,4
2016-11-12,1
2016-11-11,5
2016-11-10,5
2016-11-09,10
2016-11-08,8
2016-11-07,1
2016-11-06,3
2016-11-05,7
2016-11-04,3
2016-11-03,13
2016-11-02,8
2016-11-01,7
2016-10-29,2
2016-10-28,11
2016-10-27,7
2016-10-26,4
2016-10-25,7
2016-10-24,5
2016-10-23,4
2016-10-22,10
2016-10-21,13
2016-10-20,9
2016-10-19,7
2016-10-18,5
2016-10-16,7
2016-10-15,2
2016-10-14,2
2016-10-13,9
2016-10-12,3
2016-10-11,6
2016-10-10,7
2016-10-09,1
2016-10-07,12
2016-10-06,5
2016-10-05,5
2016-10-04,9
2016-10-03,2
2016-10-01,2
2016-09-30,6
2016-09-29,6
2016-09-28,2
2016-09-27,20
2016-09-26,7
2016-09-25,1
2016-09-24,4
2016-09-23,10
2016-09-22,4
2016-09-21,11
2016-09-20,13
2016-09-19,1
2016-09-17,11
2016-09-16,14
2016-09-15,16
2016-09-14,11
2016-09-13,6
2016-09-12,11
2016-09-11,1
2016-09-10,6
2016-09-09,15
2016-09-08,8
2016-09-07,7
2016-09-06,4
2016-09-05,2
2016-09-04,4
2016-09-03,4
2016-09-02,6
2016-09-01,18
2016-08-31,2
2016-08-30,12
2016-08-29,5
2016-08-28,3
2016-08-27,3
2016-08-26,12
2016-08-25,5
2016-08-24,22
2016-08-23,7
2016-08-22,6
2016-08-21,7
2016-08-20,4
2016-08-19,6
2016-08-18,11
2016-08-17,9
2016-08-16,10
2016-08-15,12
2016-08-14,4
2016-08-13,2
2016-08-12,7
2016-08-11,5
2016-08-10,7
2016-08-09,6
2016-08-08,4
2016-08-07,3
2016-08-06,4
2016-08-05,2
2016-08-04,3
2016-08-03,6
2016-08-02,15
2016-08-01,4
2016-07-31,6
2016-07-30,3
2016-07-29,6
2016-07-28,13
2016-07-27,11
2016-07-26,10
2016-07-25,13
2016-07-24,2
2016-07-22,8
2016-07-21,6
2016-07-20,10
2016-07-19,10
2016-07-18,11
2016-07-17,1
2016-07-16,2
2016-07-15,7
2016-07-14,15
2016-07-13,9
2016-07-12,11
2016-07-11,6
2016-07-10,4
2016-07-09,13
2016-07-08,14
2016-07-07,13
2016-07-06,5
2016-07-05,10
2016-07-04,3
2016-07-03,3
2016-07-02,4
2016-07-01,4
2016-06-30,14
2016-06-29,13
2016-06-28,18
2016-06-27,11
2016-06-26,6
2016-06-25,14
2016-06-24,9
2016-06-23,3
2016-06-22,11
2016-06-21,16
2016-06-20,8
2016-06-19,2
2016-06-18,5
2016-06-17,5
2016-06-16,7
2016-06-15,5
2016-06-14,5
2016-06-13,5
2016-06-12,1
2016-06-11,6
2016-06-10,4
2016-06-09,13
2016-06-08,8
2016-06-07,9
2016-06-06,10
2016-06-05,1
2016-06-04,1
2016-06-03,1
2016-06-02,6
2016-06-01,7
2016-05-31,11
2016-05-30,10
2016-05-29,2
2016-05-28,2
2016-05-27,9
2016-05-26,6
2016-05-25,8
2016-05-24,11
2016-05-23,4
2016-05-22,3
2016-05-21,4
2016-05-20,4
2016-05-19,4
2016-05-18,11
2016-05-17,16
2016-05-16,8
2016-05-15,4
2016-05-14,1
2016-05-13,7
2016-05-12,12
2016-05-11,6
2016-05-10,5
2016-05-09,3
2016-05-08,5
2016-05-06,6
2016-05-05,11
2016-05-04,4
2016-05-03,7
2016-05-02,4
2016-05-01,2
2016-04-30,2
2016-04-29,10
2016-04-28,11
2016-04-27,6
2016-04-26,7
2016-04-25,6
2016-04-24,3
2016-04-23,7
2016-04-22,5
2016-04-21,9
2016-04-20,9
2016-04-19,8
2016-04-18,10
2016-04-17,2
2016-04-16,3
2016-04-15,4
2016-04-14,7
2016-04-13,14
2016-04-12,8
2016-04-11,21
2016-04-10,5
2016-04-09,12
2016-04-08,4
2016-04-07,8
2016-04-06,5
2016-04-05,7
2016-04-04,8
2016-04-03,8
2016-04-02,4
2016-04-01,20
2016-03-31,13
2016-03-30,12
2016-03-29,8
2016-03-28,9
2016-03-27,3
2016-03-25,8
2016-03-24,6
2016-03-23,6
2016-03-22,9
2016-03-21,5
2016-03-20,5
2016-03-19,2
2016-03-18,8
2016-03-17,10
2016-03-16,5
2016-03-15,7
2016-03-14,7
2016-03-13,6
2016-03-11,1
2016-03-10,3
2016-03-09,6
2016-03-08,4
2016-03-07,8
2016-03-06,1
2016-03-05,3
2016-03-04,7
2016-03-03,13
2016-03-02,4
2016-03-01,6
2016-02-29,4
2016-02-28,2
2016-02-27,3
2016-02-26,8
2016-02-25,9
2016-02-24,5
2016-02-23,4
2016-02-22,8
2016-02-21,4
2016-02-19,3
2016-02-18,6
2016-02-17,4
2016-02-16,3
2016-02-15,1
2016-02-14,2
2016-02-13,3
2016-02-12,6
2016-02-11,10
2016-02-10,8
2016-02-09,9
2016-02-08,7
2016-02-07,3
2016-02-06,3
2016-02-05,3
2016-02-04,4
2016-02-03,4
2016-02-02,5
2016-02-01,6
2016-01-31,6
2016-01-30,2
2016-01-29,3
2016-01-28,3
2016-01-27,8
2016-01-26,11
2016-01-25,4
2016-01-24,5
2016-01-22,14
2016-01-21,11
2016-01-20,14
2016-01-19,6
2016-01-18,5
2016-01-17,11
2016-01-16,11
2016-01-15,6
2016-01-14,6
2016-01-13,4
2016-01-12,8
2016-01-11,2
2016-01-10,2
2016-01-09,4
2016-01-08,3
2016-01-07,8
2016-01-06,9
2016-01-05,4
2016-01-04,9
2016-01-03,11
2016-01-01,1
