word,cnt_word
tradition,3
traditional,10
traditionally,1
traffic,1
tragedy,1
tragic,3
train,2
trained,1
training,4
trajectory,1
transaction,6
transactional,1
transactions,21
transcripts,1
transfer,12
transferred,2
transferring,2
transfers,1
transform,1
transformation,2
transforming,1
transition,18
transitioning,1
transitions,1
transitory,3
translate,2
transmission,3
transmit,1
transparency,34
transparent,10
transparently,4
transportation,1
trauma,1
treasuries,4
treasury,39
treated,2
treats,2
trend,8
trended,2
trending,3
trends,6
treye,1
trials,1
triangles,1
tribute,1
tried,1
trigger,5
triggered,4
triggers,1
trillion,5
triparty,2
triple,1
troubling,3
trough,1
troy,1
truckloads,1
trucks,1
true,9
truly,6
trust,11
trusted,1
truth,3
try,1
trying,2
tumultuous,1
turbulence,3
turbulent,2
turmoil,2
turn,37
turned,3
turning,6
turnover,1
turns,1
twice,3
type,3
types,4
typical,3
typically,5
uber,1
ubiquitous,3
ubiquity,2
ugo,1
uk,1
ulf,1
ultimate,3
ultimately,14
unable,3
unacceptable,1
unanimous,2
unanticipated,1
unbanked,1
uncertain,14
uncertainties,9
uncertainty,32
unchanged,2
unclear,1
uncomfortable,1
unconventional,6
uncovered,1
undergoing,1
underlies,1
underlying,11
undermine,3
undermined,1
undermining,1
underpins,1
underscored,1
underscores,1
underserved,5
undershoot,1
understand,25
understandably,3
understanding,28
understatement,1
understood,4
undertake,3
undertaken,2
undertaking,4
undervalues,1
underway,2
underwriting,3
undoubtedly,2
undue,1
unduly,2
unemployed,2
unemployment,92
uneven,1
uneventful,1
unexpected,3
unexpectedly,3
unfamiliar,1
unforeseen,1
unfortunately,2
unhappy,1
unhealthy,2
unicorns,1
uninsured,1
unintended,1
union,6
unions,1
unique,12
uniquely,1
united,40
universality,1
university,10
unknowable,1
unknowns,1
unlearned,1
unless,1
unlike,1
unlikely,2
unnecessarily,3
unnecessary,7
unpack,1
unprecedented,7
unprecedentedly,1
unrelated,1
unresolved,2
unsecured,2
unshaded,1
unstable,2
unsustainable,5
unsustainably,1
untested,1
untried,1
unusual,4
unwanted,2
unwelcome,3
unwilling,1
unwise,1
unwound,1
upcoming,1
update,1
updating,1
upending,1
upgrade,1
upgrades,2
upgrading,1
upheaval,2
uphold,1
uploads,1
upper,1
ups,2
upside,3
uptick,1
upward,10
urban,2
urged,1
urgency,1
urgent,2
usage,1
use,40
used,12
useful,15
user,1
users,7
uses,4
using,19
usual,4
utah,2
utahns,1
utility,1
utilization,4
utterly,1
v2,1
vacancies,3
vaccinations,1
vaccine,1
valentina,1
valley,1
valuable,13
valuation,2
valuations,4
value,15
valued,1
values,12
van,1
vanish,1
variable,1
variables,2
variant,1
variation,3
varied,1
varies,1
variety,8
various,7
vary,1
vastly,1
ve,4
vehicle,2
vehicles,4
venezuela,2
verify,1
version,1
versions,1
versus,6
vestin,2
vetting,1
viability,2
viable,3
vibrant,1
vice,3
video,2
view,36
viewed,4
viewpoints,3
views,40
vigilance,3
vigilant,1
vigorous,2
vigorously,1
virtues,1
virtuous,2
virus,12
visible,1
vision,3
visit,2
vital,8
vitally,2
vocation,1
vocational,1
vocations,1
voices,2
vol,57
volatile,6
volatility,8
volcker,5
volume,3
voluntarily,1
voluntary,2
volunteers,1
vote,6
votes,1
voting,2
vu,1
vulnerabilities,19
vulnerability,7
vulnerable,4
wage,7
wages,12
wait,3
waiting,1
wake,5
walks,1
wall,3
walter,1
waning,1
want,32
wanting,1
war,17
warehouses,1
warning,1
warrant,2
warranted,2
wascher,2
washington,16
wasn,1
waste,1
watch,3
watching,4
watershed,1
wave,3
way,52
ways,37
weak,15
weaken,1
weakened,8
weakening,1
weakens,2
weaker,7
weakest,1
weakness,9
weaknesses,4
wealth,6
wearing,1
weather,2
weathered,1
webel,1
weber,1
websites,1
week,6
weeks,4
wei,1
weigh,1
weighed,6
weighing,3
weighted,1
welcome,13
welcomed,1
welcoming,1
went,1
west,2
wheatley,1
wholesale,2
wide,15
widely,8
widening,1
wider,3
widespread,8
wield,1
wilcox,2
wiley,1
william,5
williams,11
willing,3
wills,1
wilson,1
window,1
winners,1
winter,1
wiped,1
wisdom,1
wise,2
wisely,1
withdraw,1
withdrawn,2
withstand,1
wolman,2
women,6
won,2
wongswan,1
woodford,3
woods,3
word,1
words,4
work,79
workable,1
worked,9
workers,26
workforce,14
working,57
workings,1
workplace,2
works,7
world,67
worldwide,3
worrisome,2
worry,2
worrying,1
worse,3
worth,4
worthwhile,1
worthy,1
wp,1
wrap,5
wrapping,2
wrenching,1
write,5
wrong,6
www,2
yamashita,1
year,85
years,104
yellen,4
yellow,1
yes,1
yesterday,3
yield,5
yields,2
york,14
yorkers,2
young,2
youngstown,2
zach,1
zag,1
zakrajšek,1
zero,16
zigged,1
zignago,1
zlate,2
zones,1
òscar,1
